rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,rank_inj,home_rank,roster_rank,runs_per_game,runs_conceded_per_game,runs_total,runs_conceded_total,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
198,Milwaukee,Milwaukee,1.97768923865037,-4.6015490531955,-2.62385981454513,36.0255923770321,44.9092495545045,138,285,71.4430474673,54,198,185,158,0.484848484848485,0.575757575757576,16,19,18,15,#FFF4E7,#C0D8EC,#EEF4FA,#F18187,#F8AE88,Milwaukee plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Milwaukee plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
199,Northern Colorado,Northern Colorado,2.73113398423612,-5.37617672013959,-2.64504273590347,2.89470515178325,-21.0160024919984,125,310,71.17458683995,62,199,287,188,0.655172413793103,0.482758620689655,19,14,17,13,#FFF0DE,#B5D1E9,#EDF4FA,#FFF4D8,#BBCCC0,Northern Colorado performs at a similar level against both good and bad teams.,Northern Colorado plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
200,Florida Gulf Coast,Florida Gulf Coast,-0.744545615440848,-1.93349341033236,-2.67803902577321,-3.98918860677132,-12.5175120067324,201,219,65.991713985,335,200,315,215,0.310344827586207,0.448275862068966,9,13,11,18,#F8FAFD,#E4EEF7,#EDF4F9,#E4F0DC,#D0D7BE,Florida Gulf Coast performs at a similar level against both good and bad teams.,Florida Gulf Coast performs at a similar level regardless of the pace of the game.
201,Rider,Rider 📈💥,-1.53858907411313,-1.16261440239784,-2.70120347651097,-40.1421189610611,-12.8909580051403,218,199,69.3638827131729,156,201,235,231,0.483870967741935,0.387096774193548,15,12,14,17,#F1F6FB,#EFF5FA,#EDF4F9,#2A60AA,#CFD6BE,Rider plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Rider performs at a similar level regardless of the pace of the game.
202,Tulsa,Tulsa,-2.9579697965609,0.238558012760666,-2.71941178380023,-21.5873943337517,-10.5355432942807,243,169,71.9327591999,40,202,6,184,0.5,0.566666666666667,15,17,15,15,#E4EEF7,#FFFDFB,#EDF4F9,#7DACC9,#D5D9BE,Tulsa plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Tulsa performs at a similar level regardless of the pace of the game.
203,La Salle,La Salle,-0.713749322361558,-2.06552714327592,-2.77927646563748,5.77659335403552,-17.3538365463985,200,225,68.5302981185206,219,203,191,241,0.387096774193548,0.419354838709677,12,13,15,17,#F8FBFD,#E2EDF6,#EDF3F9,#FFEAD1,#C4D1BF,La Salle performs at a similar level against both good and bad teams.,La Salle plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
204,Stetson,Stetson,3.86663301372167,-6.69020688938667,-2.823573875665,50.448077647803,21.3784740362327,104,331,67.422728828557,278,204,96,191,0.451612903225806,0.741935483870968,14,23,19,12,#FFEAD0,#A3C6E4,#ECF3F9,#DE4F67,#F3CCA3,Stetson plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Stetson performs at a similar level regardless of the pace of the game.
205,Missouri-Kansas City,Missouri-Kansas City 📈,-4.3823329369,1.53092978071207,-2.85140315618793,-30.3918366273691,28.9482343248159,275,134,68.1739921055842,247,205,178,245,0.448275862068966,0.724137931034483,13,21,13,16,#D7E6F3,#FFF6EA,#ECF3F9,#5C87BB,#F5C29A,Missouri-Kansas City plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Missouri-Kansas City plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
206,Monmouth,Monmouth,-0.233619489018319,-2.63992314085249,-2.87354262987081,17.542417454895,13.0444610341144,187,238,69.263105776669,167,206,73,197,0.375,0.40625,12,13,18,15,#FCFDFE,#DAE8F4,#ECF3F9,#FFC1B3,#F1D6AC,Monmouth plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Monmouth performs at a similar level regardless of the pace of the game.
207,Saint Louis,Saint Louis,4.53194697859065,-7.41500620780902,-2.88305922921836,12.8523070033693,5.82283894584974,97,341,70.703007197381,86,224,336,166,0.3125,0.4375,10,14,12,20,#FFE7C8,#99C0E1,#ECF3F9,#FFD2BF,#F0DFB5,Saint Louis performs at a similar level against both good and bad teams.,Saint Louis performs at a similar level regardless of the pace of the game.
208,Georgia State,Georgia State,0.469422270251333,-3.360767164446,-2.89134489419467,18.7427618237517,5.70187312408485,176,255,69.2723578323181,164,207,160,220,0.344827586206897,0.517241379310345,10,15,12,17,#FFFCF9,#D1E2F1,#ECF3F9,#FFBDAF,#F0DFB5,Georgia State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Georgia State performs at a similar level regardless of the pace of the game.
209,Rice,Rice 💥,1.40333263292684,-4.3480369931587,-2.94470436023186,-20.6555646873745,8.86789520371101,151,275,68.3025766940833,240,231,344,208,0.419354838709677,0.645161290322581,13,20,10,21,#FFF7EE,#C3DAED,#EBF3F9,#81B0CA,#F0DBB1,Rice plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Rice performs at a similar level regardless of the pace of the game.
210,Gardner-Webb,Gardner-Webb,-3.61122128059119,0.508745053154725,-3.10247622743646,50.8973696974689,-25.9019495006041,258,157,70.93621557746,75,208,351,214,0.433333333333333,0.666666666666667,13,20,14,16,#DEEBF5,#FFFCF8,#EAF2F9,#DD4E66,#AFC6C1,Gardner-Webb plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Gardner-Webb plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
211,Iona,Iona,-1.68952828131952,-1.4778594905027,-3.16738777182222,39.675156780704,3.59621071539433,220,206,68.7224629203786,206,209,226,218,0.363636363636364,0.454545454545455,12,15,16,17,#EFF5FA,#EAF2F9,#EAF2F9,#EC747F,#EFE2B7,Iona plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Iona performs at a similar level regardless of the pace of the game.
212,Montana State,Montana State,-1.80727582793651,-1.39839090300661,-3.20566673094313,36.4972139707097,-15.0320433978515,223,205,70.0125744555906,116,210,154,212,0.32258064516129,0.483870967741935,10,15,15,16,#EEF5FA,#EBF3F9,#EAF2F9,#F07F86,#CAD4BF,Montana State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Montana State performs at a similar level regardless of the pace of the game.
213,Harvard,Harvard,-3.23808831085818,0.0263091393723505,-3.21177917148583,-8.90056995676212,-0.866114736146462,249,173,68.7453038179464,203,211,258,194,0.461538461538462,0.461538461538462,12,12,13,13,#E2EDF6,#FFFEFE,#EAF2F9,#C2DED8,#ECE5BC,Harvard performs at a similar level against both good and bad teams.,Harvard performs at a similar level regardless of the pace of the game.
214,Norfolk State,Norfolk State,-2.02454324853427,-1.21825082303424,-3.24279407156851,37.0262183889442,-45.8107799245852,228,201,68.1104068937407,251,212,51,242,0.379310344827586,0.241379310344828,11,7,18,11,#ECF3F9,#EEF4FA,#EAF2F8,#F07E85,#7EADC5,Norfolk State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Norfolk State plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
215,Jacksonville State,Jacksonville State,-4.07118635969943,0.760659028307682,-3.31052733139175,59.6014541003133,-2.72903180310646,265,152,66.846660671146,311,213,338,235,0.344827586206897,0.310344827586207,10,9,11,18,#DAE8F4,#FFFAF4,#E9F1F8,#C53457,#E8E3BC,Jacksonville State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Jacksonville State performs at a similar level regardless of the pace of the game.
216,Marist,Marist,-7.69745777367279,4.37540995740797,-3.32204781626482,-2.39768204251777,-23.3751901701091,317,79,66.6353237868,318,214,172,236,0.516129032258065,0.354838709677419,16,11,18,13,#BAD4EB,#FFE5C4,#E9F1F8,#EEF6DD,#B5C9C0,Marist performs at a similar level against both good and bad teams.,Marist plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
217,Austin Peay,Austin Peay,3.71446130489459,-7.06820907534296,-3.35374777044838,-0.384100534037942,25.6892375917257,108,337,66.236529164,330,215,123,209,0.354838709677419,0.419354838709677,11,13,16,15,#FFEBD2,#9EC3E3,#E9F1F8,#FCFDDF,#F4C69E,Austin Peay performs at a similar level against both good and bad teams.,Austin Peay plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
218,California Baptist,California Baptist,-2.834071878358,-0.549310948775447,-3.38338282713345,-22.138924207084,29.5353065202892,239,184,65.326615979,350,216,180,243,0.354838709677419,0.451612903225806,11,14,14,17,#E5EFF7,#F7FAFC,#E9F1F8,#7BAAC8,#F5C19A,California Baptist plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,California Baptist plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
219,UC Riverside,UC Riverside,-1.2862067907122,-2.119954113152,-3.4061609038642,-4.22559457591332,13.5317495551916,212,228,68.5090286905179,220,217,196,262,0.40625,0.65625,13,21,14,18,#F3F7FB,#E2EDF6,#E8F1F8,#E2EFDC,#F1D6AC,UC Riverside performs at a similar level against both good and bad teams.,UC Riverside performs at a similar level regardless of the pace of the game.
220,Merrimack,Merrimack,-8.63810989336338,5.19348439168134,-3.44462550168203,10.6241693808963,12.8725050658446,325,61,69.1950959436155,171,218,268,264,0.566666666666667,0.666666666666667,17,20,18,12,#B1CFE8,#FFE0BA,#E8F1F8,#FFD9C4,#F1D6AD,Merrimack performs at a similar level against both good and bad teams.,Merrimack performs at a similar level regardless of the pace of the game.
221,Wofford,Wofford,0.773586390375807,-4.23256154359448,-3.45897515321868,41.4889179052892,10.8981075802843,169,272,67.18791830627,297,219,162,203,0.482758620689655,0.448275862068966,14,13,14,15,#FFFAF5,#C5DBEE,#E8F1F8,#EA6E7B,#F1D9AF,Wofford plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Wofford performs at a similar level regardless of the pace of the game.
222,North Dakota,North Dakota 📈,0.369412601126943,-3.83867412212715,-3.46926152100021,-14.6049104542125,51.4233083896645,178,263,68.4434450783487,225,220,310,222,0.310344827586207,0.448275862068966,9,13,15,14,#FFFDFA,#CADEEF,#E8F1F8,#9CC9D3,#FAA680,North Dakota plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,North Dakota plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
223,Tennessee-Martin,Tennessee-Martin,0.439088176501377,-3.94144407218868,-3.5023558956873,-7.79090519864014,23.4777299646103,177,266,73.681964874,13,221,308,216,0.592592592592593,0.666666666666667,16,18,17,11,#FFFCF9,#C9DDEF,#E8F0F8,#CAE2D9,#F4C9A0,Tennessee-Martin performs at a similar level against both good and bad teams.,Tennessee-Martin plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
224,George Washington,George Washington,1.05430917288553,-4.60169065217533,-3.5473814792898,19.8377118206927,25.6655556056806,163,286,71.161205676636,63,222,228,211,0.481481481481481,0.333333333333333,13,9,14,17,#FFF9F2,#C0D8EC,#E8F0F8,#FFB9AD,#F4C69E,George Washington plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,George Washington plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
225,South Alabama,South Alabama,-1.51909208572031,-2.10348558098225,-3.62257766670256,-32.4665784551104,15.8695729201947,216,227,69.3627705233792,157,223,90,237,0.482758620689655,0.689655172413793,14,20,14,15,#F1F6FB,#E2EDF6,#E7F0F8,#537FB8,#F2D3A9,South Alabama plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,South Alabama performs at a similar level regardless of the pace of the game.
226,Cal State Fullerton,Cal State Fullerton,-4.78480812176,0.868246642958,-3.916561478802,-8.18035256046034,-40.9257591565633,283,149,68.2640051802246,243,239,280,225,0.344827586206897,0.586206896551724,10,17,12,18,#D4E4F2,#FFF9F3,#E5EFF7,#C7E0D8,#8AB3C4,Cal State Fullerton performs at a similar level against both good and bad teams.,Cal State Fullerton plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
227,Illinois-Chicago,Illinois-Chicago 📉,-4.52190314856582,0.506929972597412,-4.01497317596841,37.4738538569748,7.58666154838127,279,158,69.7405317896243,132,225,263,207,0.28125,0.3125,9,10,11,21,#D6E6F3,#FFFCF8,#E5EEF7,#EF7C84,#F0DDB3,Illinois-Chicago plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Illinois-Chicago performs at a similar level regardless of the pace of the game.
228,Marshall,Marshall,-3.48295341752634,-0.548154475381444,-4.03110789290778,-9.76995155849102,-38.6234235338019,254,183,72.463903056,27,226,147,224,0.5,0.59375,16,19,12,20,#DFEBF6,#F7FAFC,#E4EEF7,#BDDAD7,#90B6C4,Marshall plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Marshall plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
229,Maine,Maine,-6.64142580551133,2.57318681820067,-4.06823898731067,5.78803121297254,12.4926950166597,309,113,67.0840169901101,302,227,84,229,0.354838709677419,0.354838709677419,11,11,14,17,#C3DAED,#FFEFDC,#E4EEF7,#FFEAD1,#F1D7AD,Maine performs at a similar level against both good and bad teams.,Maine performs at a similar level regardless of the pace of the game.
230,Mercer,Mercer,-2.13692640806728,-2.05354865529805,-4.19047506336533,9.16028172434289,54.7313835862415,231,223,67.9937743527684,254,228,222,213,0.433333333333333,0.266666666666667,13,8,14,16,#EBF3F9,#E2EDF6,#E3EEF7,#FFDFC8,#FBA27D,Mercer performs at a similar level against both good and bad teams.,Mercer plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
231,Abilene Christian,Abilene Christian,-4.11677330420425,-0.219942155501031,-4.33671545970528,66.3985810672623,-11.9331443269579,266,177,70.3482174969786,97,229,140,251,0.387096774193548,0.354838709677419,12,11,14,17,#DAE8F4,#FBFDFE,#E2EDF6,#B2204C,#D1D8BE,Abilene Christian plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Abilene Christian performs at a similar level regardless of the pace of the game.
232,Lamar,Lamar 🔒,-2.21406306291739,-2.12322955717927,-4.33729262009666,-10.5702999002248,-22.3916097119557,232,229,69.7626771326008,130,230,60,219,0.451612903225806,0.419354838709677,14,13,17,14,#EBF2F9,#E2EDF6,#E2EDF6,#B7D7D6,#B8CAC0,Lamar plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Lamar plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
233,Radford,Radford,1.04775849795533,-5.58297447854,-4.53521598058467,-3.35842341640943,24.7429070435033,164,315,65.544708366,346,232,291,248,0.354838709677419,0.354838709677419,11,11,14,17,#FFF9F2,#B2CFE8,#E1ECF6,#E8F2DD,#F4C79F,Radford performs at a similar level against both good and bad teams.,Radford plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
234,Rhode Island,Rhode Island,-0.455950656861333,-4.147630685654,-4.60358134251533,-8.95629175654013,32.4187345636101,194,270,70.1346064701255,107,233,205,196,0.419354838709677,0.32258064516129,13,10,11,20,#FAFCFD,#C6DCEE,#E1ECF6,#C2DDD8,#F6BE96,Rhode Island performs at a similar level against both good and bad teams.,Rhode Island plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
235,Nicholls State,Nicholls State,-1.87088055249201,-2.78331826541371,-4.65419881790571,-10.8777448560509,7.40283245679611,225,243,68.697501134935,207,234,297,227,0.387096774193548,0.645161290322581,12,20,17,14,#EEF4FA,#D9E7F4,#E0ECF6,#B5D6D6,#F0DDB3,Nicholls State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Nicholls State performs at a similar level regardless of the pace of the game.
236,Lehigh,Lehigh,-4.17281445935851,-0.481600837642119,-4.65441529700063,30.0233694317728,3.72958324364306,267,182,71.12494049426,64,235,360,246,0.5,0.5,15,15,12,18,#D9E7F4,#F8FAFD,#E0ECF6,#F99694,#EFE2B7,Lehigh plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Lehigh performs at a similar level regardless of the pace of the game.
237,North Alabama,North Alabama 🔒,-0.0963362448622965,-4.58061427415987,-4.67695051902217,14.8158675076601,3.51172370238228,185,283,69.598344466572,142,236,207,244,0.233333333333333,0.366666666666667,7,11,13,17,#FEFEFE,#C0D8EC,#E0ECF6,#FFCBBA,#EFE2B7,North Alabama performs at a similar level against both good and bad teams.,North Alabama performs at a similar level regardless of the pace of the game.
238,Mount St. Mary's,Mount St. Mary's,-2.51761499600067,-2.20646742248333,-4.724082418484,17.5217291366575,32.8171569599347,235,232,70.082256968106,112,237,163,256,0.612903225806452,0.290322580645161,19,9,13,19,#E8F1F8,#E0ECF6,#E0ECF6,#FFC1B3,#F6BD96,Mount St. Mary's plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Mount St. Mary's plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
239,Fresno State,Fresno State 🥶,-2.83518616676552,-2.18540967102065,-5.02059583778617,-45.1322203928749,15.9294786196683,240,231,67.0069304163631,305,238,328,232,0.28125,0.59375,9,19,11,21,#E5EFF7,#E1ECF6,#DEEAF5,#0F4DA1,#F2D3A9,Fresno State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Fresno State performs at a similar level regardless of the pace of the game.
240,Albany,Albany,-0.37161228008338,-4.76402599819333,-5.13563827827671,-37.6403243619856,-14.0416747261446,190,290,73.713435429,12,240,274,258,0.483870967741935,0.387096774193548,15,12,12,19,#FBFCFE,#BED6EC,#DDEAF5,#376AAF,#CCD5BE,Albany plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Albany performs at a similar level regardless of the pace of the game.
241,Portland State,Portland State,-5.61452759451275,0.359284284656933,-5.25524330985581,35.6846948354107,-69.2973350595058,294,166,71.208277462243,61,241,13,255,0.551724137931034,0.586206896551724,16,17,14,15,#CCE0F0,#FFFCFA,#DDE9F5,#F18288,#70A6C7,Portland State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Portland State plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
242,Bowling Green,Bowling Green,-3.27296252166067,-2.007863437622,-5.28082595928267,23.058289738035,20.9934820269097,250,222,69.3848937667531,153,242,146,252,0.387096774193548,0.32258064516129,12,10,18,13,#E1ECF6,#E3EEF7,#DCE9F5,#FFAEA4,#F3CCA3,Bowling Green plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Bowling Green performs at a similar level regardless of the pace of the game.
243,Columbia,Columbia 🥶,-0.365460062906717,-4.94075987191067,-5.30621993481739,-4.24767073205764,-31.114480590119,189,294,70.033998941327,114,243,284,226,0.416666666666667,0.416666666666667,10,10,10,14,#FBFCFE,#BBD5EB,#DCE9F5,#E2EFDC,#A2BFC2,Columbia performs at a similar level against both good and bad teams.,Columbia plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
244,Howard,Howard,0.143571957989856,-5.62240973874623,-5.47883778075637,36.5672346200461,4.65023949052468,183,316,69.6021280494003,141,248,132,223,0.46875,0.46875,15,15,16,16,#FFFEFD,#B2CFE8,#DBE9F4,#F07F86,#F0E1B6,Howard plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Howard performs at a similar level regardless of the pace of the game.
245,Northeastern,Northeastern,-1.03028800505353,-4.47557739284539,-5.50586539789893,38.2934490589279,4.38108268185365,208,280,67.260722904262,291,244,125,200,0.375,0.5625,12,18,12,20,#F5F9FC,#C1D9ED,#DBE8F4,#EE7982,#EFE1B6,Northeastern plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Northeastern performs at a similar level regardless of the pace of the game.
246,Cal State Bakersfield,Cal State Bakersfield,-4.65127157418467,-0.943805330060067,-5.59507690424473,0.366387724555384,18.2128065281328,280,194,66.4192618255,327,245,67,271,0.333333333333333,0.333333333333333,10,10,11,19,#D5E5F3,#F2F7FB,#DAE8F4,#FFFDDF,#F3D0A7,Cal State Bakersfield performs at a similar level against both good and bad teams.,Cal State Bakersfield performs at a similar level regardless of the pace of the game.
247,Queens,Queens,-0.389847250677052,-5.27892545840746,-5.66877270908451,-11.4562219968481,16.3323627942676,192,306,74.049105975,8,246,78,280,0.32258064516129,0.67741935483871,10,21,12,19,#FBFCFD,#B6D2EA,#DAE8F4,#B1D4D5,#F2D2A9,Queens plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Queens performs at a similar level regardless of the pace of the game.
248,Cal State Northridge,Cal State Northridge,-6.55037603375333,0.793739114629173,-5.75663691912416,-6.45055139508988,-8.87071464134157,305,151,73.743816301,10,247,354,249,0.46875,0.46875,15,15,17,15,#C4DAEE,#FFFAF4,#D9E7F4,#D3E7DA,#D9DBBD,Cal State Northridge performs at a similar level against both good and bad teams.,Cal State Northridge performs at a similar level regardless of the pace of the game.
249,Evansville,Evansville 📉,-4.21749976728699,-1.61850274282329,-5.83600251011027,-51.0263128803719,6.63754465646006,269,211,70.2367946222932,102,249,31,247,0.375,0.71875,12,23,15,17,#D9E7F4,#E8F1F8,#D9E7F4,#00429D,#F0DEB4,Evansville plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Evansville performs at a similar level regardless of the pace of the game.
250,Miami (Ohio),Miami (Ohio),-4.66257579334088,-1.1944976497481,-5.85707344308898,-28.3027358490783,-67.1994270129466,281,200,68.431700543707,231,250,223,257,0.433333333333333,0.7,13,21,13,17,#D5E5F2,#EEF4FA,#D9E7F4,#6490BE,#70A6C7,Miami (Ohio) plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Miami (Ohio) plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
251,North Florida,North Florida,0.721240426210002,-6.61067531782187,-5.88943489161187,8.16566223453472,-49.8697220289359,171,329,68.7444498168331,204,251,227,259,0.310344827586207,0.689655172413793,9,20,13,16,#FFFBF6,#A4C7E4,#D8E7F3,#FFE2CB,#74A8C6,North Florida performs at a similar level against both good and bad teams.,North Florida plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
252,North Dakota State,North Dakota State,-1.0522199828682,-4.84595540428972,-5.89817538715792,55.3232716835964,10.0870117738007,210,292,67.356865302541,284,252,260,267,0.275862068965517,0.758620689655172,8,22,12,17,#F5F9FC,#BCD6EB,#D8E7F3,#D2405E,#F1DAB0,North Dakota State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,North Dakota State performs at a similar level regardless of the pace of the game.
253,Idaho State,Idaho State,-1.63824554729,-4.3488535814226,-5.9870991287126,12.5075084221487,0.488477370369768,219,276,65.639494112,343,253,115,238,0.354838709677419,0.419354838709677,11,13,13,20,#F0F5FA,#C3DAED,#D8E7F3,#FFD3BF,#EFE6BB,Idaho State performs at a similar level against both good and bad teams.,Idaho State performs at a similar level regardless of the pace of the game.
254,Kennesaw State,Kennesaw State,-1.01009102523752,-4.99282092690103,-6.00291195213855,44.5130608844704,14.2032295851154,207,295,75.000824303,4,254,210,230,0.357142857142857,0.571428571428571,10,16,12,16,#F5F9FC,#BAD4EB,#D8E7F3,#E66474,#F2D5AB,Kennesaw State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Kennesaw State performs at a similar level regardless of the pace of the game.
255,San Diego,San Diego,-3.55674335870504,-2.5720932531019,-6.12883661180694,-16.3283819887378,-41.7198970019859,256,237,72.2052277891,33,255,264,266,0.451612903225806,0.67741935483871,14,21,16,15,#DFEBF5,#DBE9F4,#D7E6F3,#91C2D1,#88B2C4,San Diego plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,San Diego plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
256,Omaha,Omaha,-1.70559325362425,-4.49556649239991,-6.20115974602416,19.3962449876615,-19.6352611471259,221,281,69.3503079279728,158,256,69,254,0.571428571428571,0.607142857142857,16,17,11,18,#EFF5FA,#C1D9ED,#D6E6F3,#FFBBAE,#BECEC0,Omaha plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Omaha plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
257,Bucknell,Bucknell 📈,-4.73646820983084,-1.48279362032235,-6.21926183015319,-6.44390170061799,12.2609341037585,282,207,66.3833635493,329,257,348,292,0.303030303030303,0.696969696969697,10,23,14,19,#D4E4F2,#EAF2F9,#D6E6F3,#D3E7DA,#F1D7AD,Bucknell performs at a similar level against both good and bad teams.,Bucknell performs at a similar level regardless of the pace of the game.
258,Oral Roberts,Oral Roberts,-1.47347083803074,-4.7907232607583,-6.26419409878904,23.9858801972724,9.96778706161363,215,291,69.5435769659689,145,258,269,221,0.481481481481481,0.444444444444444,13,12,9,19,#F1F6FB,#BDD6EC,#D6E5F3,#FFABA2,#F1DAB0,Oral Roberts plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Oral Roberts performs at a similar level regardless of the pace of the game.
259,American,American,-0.756155784856,-5.54148925826667,-6.29764504312267,-8.875911909459,29.0550811167787,202,313,64.497050976,355,259,358,273,0.387096774193548,0.451612903225806,12,14,15,16,#F8FAFD,#B3D0E9,#D6E5F3,#C3DED8,#F5C29A,American performs at a similar level against both good and bad teams.,American plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
260,Southern Mississippi,Southern Mississippi 🥶,-6.18016247544564,-0.196615904884264,-6.3767783803299,19.0485367619918,-10.9797368432926,302,176,69.6057704862721,140,260,102,260,0.466666666666667,0.6,14,18,14,16,#C7DCEF,#FCFDFE,#D5E5F3,#FFBCAF,#D4D9BE,Southern Mississippi plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Southern Mississippi performs at a similar level regardless of the pace of the game.
261,North Carolina Central,North Carolina Central,-1.00518626225118,-5.37377242866667,-6.37895869091785,-32.4078078749157,-10.0965775984852,206,309,68.21179508974,245,261,42,272,0.555555555555556,0.518518518518518,15,14,14,13,#F6F9FC,#B5D1E9,#D5E5F3,#537FB8,#D6DABE,North Carolina Central plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,North Carolina Central performs at a similar level regardless of the pace of the game.
