rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,home_rank,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
216,Fordham,Fordham,1.92762838132349,-5.96139582092072,-4.03376743959723,-39.0076358364464,-42.5582714475997,134,297,69.118194195344,68,30,10,21,#FFF4E7,#B8D3EA,#E2EDF6,#77A6C6,#A1BFC2,Fordham plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Fordham plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
217,Hartford,Hartford,-2.43306141163173,-1.60967389879403,-4.04273531042576,-49.2112574817403,9.67306482678428,225,206,64.437382469214,304,146,18,15,#E4EEF7,#EBF3F9,#E2EDF6,#608DBD,#F0DCB2,Hartford plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Hartford performs at a similar level regardless of the pace of the game.
218,Bradley,Bradley,-4.42583791803469,0.242698975494522,-4.18313894254017,-26.2387969086104,27.4936687821707,263,157,65.2558789615727,276,26,12,20,#CEE0F0,#FFFDFB,#E1ECF6,#96C5D2,#F4C8A0,Bradley plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Bradley plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
219,East Carolina,East Carolina,1.25638244892334,-5.44948043501466,-4.19309798609132,20.1437164786342,99.009900990099,150,287,65.9158316163663,237,204,13,16,#FFF8EF,#BED7EC,#E1ECF6,#FFACA3,#FE926E,East Carolina plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,East Carolina plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
220,Cal State Northridge,Cal State Northridge,2.13591676704631,-6.47824532587745,-4.34232855883114,53.2705038053198,18.472001685276,130,307,69.03664394018,72,48,13,20,#FFF3E5,#B2CFE8,#E0ECF6,#BD2B52,#F2D2A9,Cal State Northridge plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Cal State Northridge performs at a similar level regardless of the pace of the game.
221,VMI,VMI,2.30497173910181,-6.77906960747601,-4.4740978683742,20.6462842926535,58.950115828505,125,313,75.2697898813333,2,259,17,14,#FFF2E3,#AECDE7,#DFEBF5,#FFAAA1,#FAA680,VMI plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,VMI plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
222,Southeast Missouri State,Southeast Missouri State,3.10870784053114,-7.71070727855395,-4.60199943802281,36.8825051037752,-32.1886384678066,110,325,70.4544486918533,29,299,17,13,#FFEED9,#A3C6E4,#DEEBF5,#E76877,#B4C9C1,Southeast Missouri State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Southeast Missouri State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
223,North Dakota,North Dakota,0.604336062074793,-5.23455172384557,-4.63021566177077,73.7943274616236,-39.9277817765702,166,282,69.50918608128,57,121,15,17,#FFFBF7,#C0D8ED,#DEEAF5,#93003A,#A6C1C2,North Dakota plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,North Dakota plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
224,Western Carolina,Western Carolina,-0.860078013118184,-3.80670490223319,-4.66678291535137,19.8931139820162,-23.3127150321789,191,256,68.1467049479318,116,113,15,16,#F5F9FC,#D1E3F1,#DEEAF5,#FFADA4,#C4D1BF,Western Carolina plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Western Carolina plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
225,Sam Houston State,Sam Houston State,-2.39013666187856,-2.31990688519554,-4.7100435470741,-48.0973460481663,-19.0352601454555,222,219,67.2715764101801,161,38,20,13,#E4EEF7,#E3EDF7,#DEEAF5,#638FBE,#CCD5BE,Sam Houston State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Sam Houston State performs at a similar level regardless of the pace of the game.
226,Lafayette,Lafayette,3.6438053790729,-8.384198742643,-4.7403933635701,-18.5200773055861,-99.009900990099,96,328,66.6377732387271,190,133,10,20,#FFEBD3,#9BC1E2,#DDEAF5,#B4D6D6,#70A6C7,Lafayette plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Lafayette plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
227,Northern Illinois,Northern Illinois,-10.4280438819966,5.6671044853977,-4.76093939659894,-33.7874623966889,-17.5729094754746,331,62,64.5265785781333,300,198,14,17,#8CB8DD,#FFDEB6,#DDEAF5,#83B3CB,#CFD6BE,Northern Illinois plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Northern Illinois performs at a similar level regardless of the pace of the game.
228,Lehigh,Lehigh,-5.02177635211554,0.238641293058677,-4.78313505905687,20.0574165664647,3.80750737544634,272,158,66.5157593917449,200,130,14,18,#C7DCEF,#FFFDFB,#DDEAF5,#FFACA3,#EFE2B8,Lehigh plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Lehigh performs at a similar level regardless of the pace of the game.
229,Winthrop,Winthrop,-0.972659652239923,-3.81511555507045,-4.78777520731037,-36.495621874199,13.486474346369,193,257,66.3961939623203,204,86,17,13,#F4F8FB,#D1E3F1,#DDEAF5,#7DACC9,#F1D8AE,Winthrop plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Winthrop performs at a similar level regardless of the pace of the game.
230,Miami (Ohio),Miami (Ohio),-5.1903403716213,0.389931379371719,-4.80040899224958,-29.3449602328777,-18.5213224589212,276,155,66.8625506654005,181,237,13,17,#C5DBEE,#FFFCFA,#DDEAF5,#8DBECF,#CDD5BE,Miami (Ohio) plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Miami (Ohio) performs at a similar level regardless of the pace of the game.
231,High Point,High Point,0.838765934466619,-5.70844128543801,-4.86967535097139,-23.0623759349738,-40.49369877336,161,290,65.273831238118,275,231,14,15,#FFFAF4,#BBD5EB,#DCE9F5,#A2CCD4,#A5C1C2,High Point plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,High Point plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
232,Bowling Green,Bowling Green,-11.255191513193,6.31388938474813,-4.94130212844483,-3.1094128026892,1.19276341950526,338,57,67.3167383089041,153,257,11,20,#83B2DB,#FFDBAE,#DCE9F5,#F2F8DE,#EFE5BA,Bowling Green performs at a similar level against both good and bad teams.,Bowling Green performs at a similar level regardless of the pace of the game.
233,Texas Southern,Texas Southern,0.47212612398082,-5.47584194203704,-5.00371581805622,-6.81044125902335,23.5419481493588,171,288,68.3418349107447,105,107,18,15,#FFFCF9,#BED6EC,#DBE9F4,#E3F0DC,#F3CDA4,Texas Southern performs at a similar level against both good and bad teams.,Texas Southern performs at a similar level regardless of the pace of the game.
234,East Tennessee State,East Tennessee State,-1.28948832167073,-3.94453409027785,-5.23402241194858,-14.0025595360977,-23.6459735464126,202,262,70.4187064873333,31,185,18,16,#F0F6FA,#D0E2F1,#DAE8F4,#C7E0D8,#C4D0BF,East Tennessee State performs at a similar level against both good and bad teams.,East Tennessee State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
235,Dartmouth,Dartmouth,-2.62697645063042,-2.7565354592729,-5.38351190990332,-34.2623247792646,-37.7081207909365,228,229,65.0048239902593,282,314,10,16,#E2EDF6,#DEEAF5,#D9E7F4,#82B2CB,#AAC3C1,Dartmouth plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Dartmouth plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
236,North Florida,North Florida,-1.39035672628198,-4.02701734679697,-5.41737407307894,11.778174476872,47.4106207554097,203,264,68.9515270143033,75,260,14,16,#EFF5FA,#CFE1F1,#D9E7F4,#FFCEBC,#F8B38C,North Florida performs at a similar level against both good and bad teams.,North Florida plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
237,UT Arlington,UT Arlington,-0.727853089047673,-4.7708980444782,-5.49875113352587,-17.1250100895831,28.8106344332662,187,274,70.2981391688667,32,304,12,18,#F6FAFC,#C6DBEE,#D8E7F3,#BAD9D7,#F4C79F,UT Arlington plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,UT Arlington plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
238,Arkansas-Little Rock,Arkansas-Little Rock,-5.45965470031136,-0.0409420257397517,-5.50059672605111,8.95831869805828,16.4894369606027,279,169,70.26551576456,33,210,14,16,#C2D9ED,#FEFEFE,#D8E7F3,#FFDAC5,#F2D4AB,Arkansas-Little Rock performs at a similar level against both good and bad teams.,Arkansas-Little Rock performs at a similar level regardless of the pace of the game.
239,Eastern Washington,Eastern Washington,0.325390035913985,-5.82989649169877,-5.50450645578478,-9.68862354563558,-78.6055199404346,174,296,70.7010093426667,24,196,13,16,#FFFDFB,#B9D4EB,#D8E7F3,#D8E9DA,#70A6C7,Eastern Washington performs at a similar level against both good and bad teams.,Eastern Washington plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
240,Texas A&M-Corpus Christi,Texas A&M-Corpus Christi,-2.40888231371355,-3.24348280232918,-5.65236511604274,-12.0199742996147,-40.9398315033751,224,242,63.7315599417333,328,213,18,14,#E4EEF7,#D8E7F3,#D7E6F3,#CEE4D9,#A4C0C2,Texas A&M-Corpus Christi performs at a similar level against both good and bad teams.,Texas A&M-Corpus Christi plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
241,Cal State Fullerton,Cal State Fullerton,-2.60591182681643,-3.11721333607391,-5.72312516289034,16.054661004933,22.6976588082744,227,238,67.7346585056233,134,156,12,19,#E2EDF6,#DAE8F4,#D6E6F3,#FFBDAF,#F3CEA5,Cal State Fullerton plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Cal State Fullerton performs at a similar level regardless of the pace of the game.
242,Norfolk State,Norfolk State,-2.13011377674544,-3.63415541617997,-5.7642691929254,6.78788024477627,-37.4667442716255,215,253,64.9554593415873,286,302,16,15,#E7F0F8,#D3E4F2,#D6E6F3,#FFE3CB,#AAC4C1,Norfolk State performs at a similar level against both good and bad teams.,Norfolk State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
243,Cal State Bakersfield,Cal State Bakersfield,-4.47555845411965,-1.38387994827029,-5.85943840238993,28.0554111548455,-4.9464609666157,265,201,66.2976393339304,211,332,12,19,#CDE0F0,#EEF4FA,#D5E5F3,#F58C8E,#E6E2BC,Cal State Bakersfield plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Cal State Bakersfield performs at a similar level regardless of the pace of the game.
244,Utah Valley,Utah Valley,-4.07433345800307,-1.95885562891914,-6.0331890869222,1.44113131878744,19.4417449062951,251,214,64.5575171355567,298,161,18,12,#D2E3F2,#E7F0F8,#D4E4F2,#FFF9DB,#F2D1A8,Utah Valley performs at a similar level against both good and bad teams.,Utah Valley performs at a similar level regardless of the pace of the game.
245,TCU,TCU,-5.58589967863348,-0.642478724698234,-6.22837840333172,-27.4610275428394,6.07210960930747,280,179,66.2922552956207,212,326,7,23,#C1D8ED,#F7FAFC,#D3E4F2,#92C2D1,#F0E0B5,TCU plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,TCU performs at a similar level regardless of the pace of the game.
246,Penn,Penn,-5.126593525115,-1.14454153717306,-6.27113506228806,-19.2150107486934,16.6585538823294,273,195,70.2163063123333,36,172,8,20,#C6DCEE,#F1F6FB,#D3E3F2,#B2D5D6,#F2D4AB,Penn plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Penn performs at a similar level regardless of the pace of the game.
247,Incarnate Word,Incarnate Word,-0.766297308316658,-5.50756421108837,-6.27386151940503,33.6036201125619,-25.1038175836038,189,289,68.9966132245033,73,136,9,6,#F6F9FC,#BDD6EC,#D3E3F2,#EC757F,#C1CFBF,Incarnate Word plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Incarnate Word plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
248,Seattle,Seattle,-3.660937487223,-2.72142516193576,-6.38236264915876,27.7575506248876,-68.4924809391624,240,228,66.9063806518496,179,288,10,18,#D6E6F3,#DEEBF5,#D2E3F2,#F58D8E,#72A7C6,Seattle plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Seattle plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
249,Grand Canyon,Grand Canyon,-0.428318676283637,-6.10164524404476,-6.5299639203284,-18.6641360760662,8.02527878674628,183,299,67.4582318108204,146,258,13,14,#FAFCFD,#B6D2EA,#D1E2F1,#B4D6D6,#F0DEB3,Grand Canyon plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Grand Canyon performs at a similar level regardless of the pace of the game.
250,Marshall,Marshall,-5.1467378392484,-1.41978997405784,-6.56652781330624,7.15651764866495,-44.0545831644062,274,202,69.164385476718,67,269,9,22,#C6DBEE,#EEF4FA,#D1E2F1,#FFE1CA,#9EBEC2,Marshall performs at a similar level against both good and bad teams.,Marshall plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
251,North Texas,North Texas,-5.28951074036914,-1.42281910390325,-6.71232984427239,3.28570749872108,-42.6279350713948,277,203,69.296633227712,61,344,13,16,#C4DBEE,#EEF4FA,#D0E1F1,#FFF1D6,#A1BFC2,North Texas performs at a similar level against both good and bad teams.,North Texas plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
252,Morgan State,Morgan State,-4.07298742529384,-2.72059843788717,-6.79358586318102,1.31267880520717,-27.9341856400438,250,227,69.0823246638813,70,271,13,18,#D2E3F2,#DEEBF5,#CFE1F1,#FFF9DC,#BCCDC0,Morgan State performs at a similar level against both good and bad teams.,Morgan State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
253,Air Force,Air Force,-0.995384926322986,-5.82179991120392,-6.81718483752691,9.34212241116714,-18.7538517681785,195,295,63.03541103,336,328,10,18,#F4F8FB,#B9D4EB,#CFE1F1,#FFD8C3,#CCD5BE,Air Force performs at a similar level against both good and bad teams.,Air Force performs at a similar level regardless of the pace of the game.
254,Loyola Chicago,Loyola Chicago,-2.28542920838305,-4.56421704621234,-6.84964625459538,28.4262078740235,-13.2293809409325,218,272,63.94442693571,318,29,9,22,#E5EFF7,#C8DDEF,#CFE1F1,#F48A8D,#D6DABE,Loyola Chicago plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Loyola Chicago performs at a similar level regardless of the pace of the game.
255,Saint Peter's,Saint Peter's,-6.87650290544579,0.0266030460743937,-6.84989985937139,30.1882288230114,-5.196912479647,293,166,63.2446149293333,333,239,13,18,#B3D0E9,#FFFEFE,#CFE1F1,#F28388,#E5E2BC,Saint Peter's plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Saint Peter's performs at a similar level regardless of the pace of the game.
256,Radford,Radford,0.588465419313699,-7.47769805770256,-6.88923263838886,-28.4775592997205,9.41433094789801,168,321,68.1901032230687,112,207,19,13,#FFFBF7,#A6C8E5,#CEE1F1,#8FC0D0,#F0DCB2,Radford plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Radford performs at a similar level regardless of the pace of the game.
257,Lipscomb,Lipscomb,-1.24545940244576,-5.75190698202759,-6.99736638447335,-1.96923265571396,-2.6680808910248,199,291,70.2485775232,34,242,14,15,#F1F6FB,#BAD4EB,#CEE0F0,#F7FADE,#EAE4BC,Lipscomb performs at a similar level against both good and bad teams.,Lipscomb performs at a similar level regardless of the pace of the game.
258,James Madison,James Madison,-6.14995772982459,-0.96362055087957,-7.11357828070416,10.58035936714,19.8432446458741,286,190,66.1645227698381,224,74,11,20,#BBD5EB,#F3F7FB,#CDE0F0,#FFD3C0,#F2D1A8,James Madison performs at a similar level against both good and bad teams.,James Madison performs at a similar level regardless of the pace of the game.
259,Florida Atlantic,Florida Atlantic,-5.37281481028511,-1.82412138419816,-7.19693619448327,53.7540209505058,-8.62176825908826,278,211,65.7204544242394,248,85,8,22,#C3DAED,#E9F1F8,#CCDFF0,#BB2951,#DFDEBD,Florida Atlantic plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Florida Atlantic performs at a similar level regardless of the pace of the game.
260,Northern Arizona,Northern Arizona,-4.35178034432414,-2.95217336406327,-7.30395370838741,-36.1016144560425,-61.6172299487338,260,234,64.8237644050816,291,168,15,16,#CFE1F1,#DBE9F4,#CBDFF0,#7EADC9,#7EADC5,Northern Arizona plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Northern Arizona plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
261,Savannah State,Savannah State,-12.2523949669715,4.91808706750307,-7.33430789946844,-75.8645430465774,-16.752574482292,345,76,65.7607058457993,243,150,11,19,#78ABD8,#FFE3BF,#CBDFF0,#104EA2,#D0D7BE,Savannah State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Savannah State performs at a similar level regardless of the pace of the game.
262,Idaho,Idaho,1.05907590024251,-8.43275802180951,-7.373682121567,3.76072555251457,52.3030884913784,156,330,67.0515465729283,170,141,14,19,#FFF9F2,#9AC1E2,#CBDFF0,#FFEFD4,#F9AD87,Idaho performs at a similar level against both good and bad teams.,Idaho plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
263,Idaho State,Idaho State,-2.30336313217512,-5.18262149555478,-7.4859846277299,23.0469848805468,15.0440416596768,219,279,65.4358983330302,269,139,9,18,#E5EFF7,#C1D8ED,#CADEEF,#FDA09B,#F1D6AC,Idaho State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Idaho State performs at a similar level regardless of the pace of the game.
264,Sacramento State,Sacramento State,-1.07056064351892,-6.49045861780223,-7.56101926132115,-58.0323830670088,26.7525855496199,198,308,64.846840668748,290,28,11,17,#F3F7FB,#B2CFE8,#CADEEF,#4977B4,#F4C9A1,Sacramento State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Sacramento State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
265,Fairfield,Fairfield,-8.01468251527231,0.357533516481911,-7.65714899879039,43.6462562355569,31.2951774533745,306,156,67.0342213960008,171,310,8,24,#A6C8E5,#FFFCFA,#C9DDEF,#DD4C65,#F5C49C,Fairfield plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Fairfield plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
266,South Alabama,South Alabama,-4.14806529787235,-3.5687167014296,-7.71678199930195,29.7458925288298,84.8624565605734,257,250,66.4149633783357,203,88,8,20,#D1E2F1,#D4E4F2,#C8DDEF,#F28589,#FE926E,South Alabama plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,South Alabama plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
267,Portland State,Portland State,-1.58318990521455,-6.21016312661247,-7.79335303182703,39.7785249783323,-41.2812879674295,206,301,66.6922464783393,186,143,15,15,#EDF4F9,#B5D1E9,#C8DDEF,#E35C6F,#A3C0C2,Portland State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Portland State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
268,South Dakota,South Dakota,-3.96417781997232,-3.87409446035343,-7.83827228032575,25.2623668346451,-42.2922448616151,248,259,68.1670990293009,113,8,9,18,#D3E4F2,#D1E2F1,#C8DDEF,#F99795,#A2BFC2,South Dakota plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,South Dakota plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
269,Tennessee Tech,Tennessee Tech,-4.60858095431437,-3.25074067492737,-7.85932162924174,13.1873515733317,29.2796304020563,266,244,68.4925929876647,101,234,16,15,#CCDFF0,#D8E7F3,#C7DCEF,#FFC8B8,#F4C69E,Tennessee Tech plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Tennessee Tech plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
270,Troy,Troy,-4.01461556502998,-4.04538882,-8.06000438502998,13.8179246879606,17.9896249850263,249,265,65.7227149758613,247,246,9,20,#D2E3F2,#CFE1F1,#C6DCEE,#FFC6B6,#F2D3A9,Troy plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Troy performs at a similar level regardless of the pace of the game.
271,Western Illinois,Western Illinois,-9.09045771751806,0.948101120243151,-8.14235659727491,0.411875940557974,33.2936721259379,320,147,63.1804267926667,335,129,7,20,#9BC1E2,#FFF9F2,#C6DBEE,#FFFDDE,#F5C29A,Western Illinois performs at a similar level against both good and bad teams.,Western Illinois plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
272,Louisiana-Monroe,Louisiana-Monroe,-7.23381296964547,-0.925465012277327,-8.1592779819228,-9.55537703120112,86.4177149629959,301,188,64.1376915106107,313,280,10,16,#AFCDE8,#F4F8FB,#C5DBEE,#D8EADB,#FE926E,Louisiana-Monroe performs at a similar level against both good and bad teams.,Louisiana-Monroe plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
273,Hofstra,Hofstra,-0.995405171042777,-7.2137068506863,-8.20911202172908,7.5636424532233,61.5144181559532,196,320,65.5980318859327,258,72,10,23,#F4F8FB,#A9CAE6,#C5DBEE,#FFDFC9,#FAA37E,Hofstra performs at a similar level against both good and bad teams.,Hofstra plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
274,Illinois-Chicago,Illinois-Chicago,-4.93325156953675,-3.40809155040488,-8.34134311994163,52.7851699477564,46.4124851353735,269,248,67.0838098659397,168,347,4,25,#C8DDEF,#D6E5F3,#C4DAEE,#BE2D53,#F7B48D,Illinois-Chicago plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Illinois-Chicago plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
275,Chattanooga,Chattanooga,-4.1093152107496,-4.25330306350673,-8.36261827425633,-10.8101093431614,-41.366094916691,255,267,69.6250173583333,53,53,15,15,#D1E3F1,#CCDFF0,#C4DAEE,#D3E7DA,#A3C0C2,Chattanooga performs at a similar level against both good and bad teams.,Chattanooga plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
276,Monmouth,Monmouth,-10.1097190498401,0.938050748372201,-9.17166830146788,-16.4823061371394,66.4174626027271,326,149,68.8963385300607,79,226,10,22,#8FBADE,#FFF9F2,#BED7EC,#BDDBD7,#FB9E79,Monmouth plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Monmouth plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
277,Niagara,Niagara,-3.89719300840854,-5.37730606058475,-9.27449906899329,75.2160147976992,19.678771448972,246,286,72.9697881026667,7,43,9,24,#D4E4F2,#BFD7EC,#BED6EC,#93003A,#F2D1A8,Niagara plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Niagara performs at a similar level regardless of the pace of the game.
278,UC Riverside,UC Riverside,-7.12983033228799,-2.6178970471735,-9.74772737946149,-42.9985017361849,-38.7495689773134,299,225,67.7667894935459,133,284,8,21,#B0CEE8,#DFEBF6,#BAD4EB,#6E9CC3,#A8C2C2,UC Riverside plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,UC Riverside plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
279,Texas State,Texas State,-9.43944775319829,-0.469262652474014,-9.90871040567231,-4.91849288070962,-36.3503406583611,321,175,64.1761829507667,312,127,6,23,#97BEE0,#F9FBFD,#B9D4EA,#EBF4DD,#ACC5C1,Texas State performs at a similar level against both good and bad teams.,Texas State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
280,Tulane,Tulane,-4.10785468368095,-5.8181133967434,-9.92596808042435,-85.5697511289155,75.0492600040096,254,294,63.8689162106,323,132,16,17,#D1E3F1,#B9D4EB,#B9D4EA,#00429D,#FD9470,Tulane plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Tulane plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
281,Loyola Maryland,Loyola Maryland,-6.97881712200228,-2.94867316342105,-9.92749028542332,-2.04608475548007,0.581475624965291,297,233,67.2265255419981,163,70,10,19,#B2CFE8,#DCE9F4,#B9D4EA,#F6FADE,#EFE6BB,Loyola Maryland performs at a similar level against both good and bad teams.,Loyola Maryland performs at a similar level regardless of the pace of the game.
282,Liberty,Liberty,-3.49696322855697,-6.44180651479211,-9.93876974334908,5.05662549053823,-13.8423728047111,237,305,65.4673319651969,266,323,8,21,#D8E7F3,#B2CFE8,#B9D3EA,#FFEAD0,#D5DABE,Liberty performs at a similar level against both good and bad teams.,Liberty performs at a similar level regardless of the pace of the game.
283,UNC Wilmington,UNC Wilmington,-8.88268394409648,-1.22323958778605,-10.1059235318825,-0.401369352060416,-34.9410190229301,316,197,65.1126256310393,279,98,6,23,#9DC2E2,#F0F6FA,#B8D3EA,#FDFEDF,#AFC6C1,UNC Wilmington performs at a similar level against both good and bad teams.,UNC Wilmington plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
284,Georgia Southern,Georgia Southern,-5.82934249604074,-4.53599875254729,-10.365341248588,-22.2853065016384,-21.6352895704071,284,271,66.8701566912651,180,218,11,20,#BED7EC,#C9DDEF,#B6D2EA,#A5CED4,#C7D2BF,Georgia Southern plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Georgia Southern performs at a similar level regardless of the pace of the game.
